code,title,definition,longdefinition,inclusions,exclusions
1A00,Cholera,"Cholera is a potentially epidemic and life-threatening infection of the intestine, characterised by extreme watery (secretory) diarrhoea often accompanied by vomiting, with rapid depletion of body fluids and salt that may result in hypovolemic shock and acidosis. Cholera outbreaks are caused by toxigenic strains of Vibrio cholerae serogroups O1 and O139. Serogroup O1 has two biovars~ classical and eltor. Vibrio cholerae O1, biovar cholerae is classical type. Vibrio cholerae O1, biovar eltor is eltor type.",,cholera syndrome,
1A01,Intestinal infection due to other Vibrio,,,,
1A02,Intestinal infections due to Shigella,"A disease caused by an infection with the gram-negative bacteria genus Shigella. This disease is characterised by an acute onset of small volume diarrhoea, accompanied by fever and nausea. This disease may also present with toxaemia, vomiting, cramps, and tenesmus. Transmission is by ingestion of contaminated food, or direct contact. Confirmation is by identification of Shigella in a faecal sample.",,,
1A03.0,Enteropathogenic Escherichia coli infection,"An infection of the gastrointestinal system, caused by the gram-negative bacteria Escherichia coli. It is characterised by acute, profuse, watery diarrhoea. Transmission is by the faecal-oral route from contaminated food, water, or fomites. Confirmation is by identification of enteropathogenic Escherichia coli (EPEC) in a faecal sample.",,,
1A03.1,Enterotoxigenic Escherichia coli infection,"A condition of the gastrointestinal system, caused by an infection with the gram-negative bacteria Escherichia coli. This condition is characterised by acute, watery diarrhoea due to toxins released from the bacteria. Transmission is by the faecal-oral route from ingestion of contaminated food, water, or fomites. Confirmation is by identification of the Escherichia coli in faecal sample.",,,
1A03.2,Enteroinvasive Escherichia coli infection,"A condition of the gastrointestinal system, caused by an infection with the gram-negative bacteria Escherichia coli. This condition is characterised by acute and profuse diarrhoea (that may be haemorrhagic), fever, and abdominal cramps. Transmission is by the faecal-oral route from ingestion of contaminated food or water. Confirmation is by identification of the Escherichia coli in a faecal sample.",,,
1A03.3,Enterohaemorrhagic Escherichia coli infection,,,,
1A03.Y,Intestinal infections due to other specified Escherichia coli,,,,
1A03.Z,"Intestinal infections due to Escherichia coli, unspecified",,,,
1A04,Intestinal infections due to Clostridioides difficile,"A disease of the colon, caused by an infection with the gram-positive bacteria Clostridioides difficile (formerly known as Clostridium difficile). This disease is characterised by colitis, diarrhoea, abdominal pain, and fever. Transmission is commonly by direct or indirect contact, or from a disturbance of the normal bacterial flora of the colon. Confirmation is by identification of Clostridioides difficile in a faecal sample.",,Pseudomembranous colitis,Necrotising enterocolitis of newborn
1A05,Intestinal infections due to Yersinia enterocolitica,"A disease of the intestinal tract, caused by an infection with the gram-negative bacteria Yersinia enterocolitica. This disease commonly presents with a fever, diarrhoea, or abdominal pain. This disease may also lead to a systemic infection. Transmission is by the faecal-oral route from the ingestion of contaminated food or water, or direct contact with infected individuals or animal. Confirmation is by identification of Yersinia enterocolitica in a faecal sample.",,,Extraintestinal yersiniosis
1A06,Gastroenteritis due to Campylobacter,,,,
1A07.0,Typhoid peritonitis,,,,
1A07.Y,Other specified typhoid fever,,,,
1A07.Z,"Typhoid fever, unspecified",,,,
1A08,Paratyphoid fever,"A condition caused by an infection with the gram-negative bacteria Salmonella paratyphi. This condition is characterised by an acute sustained fever. The individual may feel weak, have stomach pains, headache, loss of appetite, or a rash of flat, rose-coloured spots. Transmission is by ingestion of contaminated food or water. Confirmation is by identification of Salmonella paratyphi in a faecal or blood sample.",,,
1A09.0,Salmonella enteritis,"This refers to inflammation of the small intestine due to infection with bacteria of the genus Salmonella, a member of the family Enterobacteriaceae. Bacteria of the genus Salmonella are rod-shaped, Gram-negative, non-spore-forming and predominantly motile.",,,
1A09.Y,Infections due to other Salmonella in other organs,,,,
1A09.Z,"Salmonella infection, unspecified",,,,
1A0Y,Other specified bacterial intestinal infections,,,,
1A0Z,"Bacterial intestinal infections, unspecified",,,,
1A10,Foodborne staphylococcal intoxication,,,,
1A11.0,Foodborne intoxication by botulinum toxin,,,,
1A11.1,Other forms of botulism,,,,
1A11.Z,"Botulism, unspecified",,,,
1A12,Foodborne Clostridium perfringens intoxication,,,enteritis necroticans; foodborne Clostridium welchii intoxication,
1A13,Foodborne Bacillus cereus intoxication,,,,
1A1Y,Other specified bacterial foodborne intoxications,,,,
1A1Z,"Bacterial foodborne intoxications, unspecified",,,,
1A20,Enteritis due to Adenovirus,"A disease of the intestinal tract, caused by an infection with adenovirus. This disease is characterised by a fever, diarrhoea, or vomiting. Transmission is by the faecal-oral route.",,,
1A21,Gastroenteritis due to Astrovirus,,,,
1A22,Gastroenteritis due to Rotavirus,"A disease of the gastrointestinal tract, caused by an infection with rotavirus. This disease is characterised by acute onset of vomiting, non-haemorrhagic diarrhoea, and abdominal pain. Transmission is by ingestion of contaminated food or water, direct contact, or through fomites. Confirmation is by identification of rotavirus.",,,
1A23,Enteritis due to Norovirus,"A disease of the gastrointestinal tract, caused by an infection with norovirus. This disease is characterised by acute onset of vomiting, non-haemorrhagic diarrhoea, and abdominal pain. Transmission is by ingestion of contaminated food or water, direct contact, or through fomites. Confirmation is by identification of norovirus.",,,
1A24,Intestinal infections due to Cytomegalovirus,"A condition of the intestinal tract, caused by an infection with cytomegalovirus. The condition is characterised by diarrhoea, fever, abdominal pain, or haematochezia. Transmission is by direct contact with infected body fluids.",,,
1A2Y,Other specified viral intestinal infections,,,,
1A2Z,"Viral intestinal infections, unspecified",,,,
1A30,Infections due to Balantidium coli,Any condition caused by an infection with the protozoan parasite Balantidium coli.,,,
1A31,Giardiasis,"A condition caused by an infection with the protozoan parasite Giardia. This condition is characterised by gastroenteritis, or may be asymptomatic. Transmission is by the faecal-oral route from the ingestion of contaminated food or water. Confirmation is by identification of Giardia in a faecal sample.",,,
1A32,Cryptosporidiosis,Any condition caused by an infection with the protozoan parasite Cryptosporidium.,,,
1A33.0,Cystoisosporiasis of small intestine,,,Infection due to Isopora belli; Infection due to Isopora hominis,
1A33.1,Cystoisosporiasis of colon,Isosporiasis of colon is a large intestinal inflammation caused by the protozoan Isospora belli.,,,
1A33.Y,Other specified cystoisosporiasis,,,,
1A33.Z,"Cystoisosporiasis, unspecified",,,,
1A34,Sarcocystosis,Any condition caused by an infection with the protozoan parasite Sarcocystis.,,Sarcosporidiosis,
1A35,Blastocystosis,,,,
1A36.00,Acute amoebiasis,"A disease caused by an infection with the protozoan parasite Entamoeba histolytica. This disease is characterised by fever, abdominal pain, tenesmus, or diarrhoea containing blood. Transmission is by the faecal-oral route or ingestion of contaminated food or water. Confirmation is by identification of Entamoeba histolytica in a faecal or blood sample.",,amoebic dysentery,
1A36.01,Amoeboma of intestine,,,,
1A36.0Z,"Intestinal infections due to Entamoeba, unspecified",,,,
1A36.10,Amoebic liver abscess,,,Hepatic amoebiasis,
1A36.11,Amoebic lung abscess,,,,
1A36.12,Cutaneous amoebiasis,,,,
1A36.1Y,Amoebiasis of other specified sites,,,,
1A36.Z,"Amoebiasis, unspecified",,,,
1A3Y,Other specified protozoal intestinal infections,,,,
1A3Z,"Protozoal intestinal infections, unspecified",,,,
1A40.0,Gastroenteritis or colitis without specification of origin,There is no mention whether the gastroenteritis or colitis is infectious or non-infectious.,,,
1A40.Z,Infectious gastroenteritis or colitis without specification of infectious agent,,,,
1A60.0,"Early congenital syphilis, symptomatic","A disease affecting newborns or children up to 2 years of age, caused by an infection with the gram-negative bacteria Treponema pallidum pallidum in utero. This disease is characterised by premature birth, hepatosplenomegaly, skeletal abnormalities, and bullous skin disease. Transmission is by vertical transmission.",,,
1A60.1,"Early congenital syphilis, latent",,,,
1A60.2,Late congenital syphilitic oculopathy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with oculopathy.",,,
1A60.3,Late congenital neurosyphilis,"Neurological sequelae of longstanding (> 2 years) untreated congenital neurosyphilis include mental delay, hydrocephalus, seizures, cerebral infarction and cranial nerve palsies.",,,
1A60.4,"Other late congenital syphilis, symptomatic",,,,
1A60.5,"Late congenital syphilis, latent",,,,
1A60.Z,"Congenital syphilis, unspecified",,,,
1A61.0,Primary genital syphilis,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by a single chancre in the genital region. Transmission is commonly by sexual contact.,,,
1A61.1,Primary anal syphilis,,,,
1A61.2,Primary syphilis of other sites,,,,
1A61.3,Secondary syphilis of skin or mucous membranes,A disease caused by an infection with Treponema pallidum pallidum. This disease is characterised by lesions of the skin and mucous membranes. Transmission is commonly by sexual contact.,,,
1A61.4,Secondary syphilis of other sites,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by less common symptoms of syphilis, including hepatitis, kidney disease, arthritis, periostitis, optic neuritis, uveitis, or interstitial keratitis. Transmission is commonly by sexual contact.",,,
1A61.5,Latent early syphilis,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by serologic proof of infection without symptoms of disease less than 1 year after secondary syphilis. Transmission is commonly by sexual contact.,,,
1A61.Y,Other specified early syphilis,,,,
1A61.Z,"Early syphilis, unspecified",,,,
1A62.00,Asymptomatic neurosyphilis,,,,
1A62.01,Symptomatic late neurosyphilis,"A diverse constellation of neuropsychiatric signs resulting from prolonged untreated or inadequately treated syphilis. The protean clinical manifestations include chronic, insidious meningeal inflammation with cranial nerve palsy, cognitive and/or behavioural impairment, ataxia, stroke, seizures and visual or auditory impairment.",,,
1A62.0Z,"Neurosyphilis, unspecified",,,,
1A62.1,Cardiovascular late syphilis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the cardiovascular area.",,Syphilitic aortic incompetence; Syphilitic pulmonary regurgitation; Syphilitic endocarditis; Syphilitic myocarditis; Syphilitic aortitis; Syphilitic aneurysm of aorta; Syphilitic cerebral arteritis,
1A62.20,Ocular late syphilis,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with ocular.",,,
1A62.21,Late syphilis involving the musculoskeletal system,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the musculoskeletal system.",,,
1A62.22,Late syphilis of skin or mucous membranes,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the skin and mucous membranes.",,,
1A62.2Y,Symptomatic late syphilis of other specified sites,,,,
1A62.2Z,Symptomatic late syphilis of unspecified site,,,,
1A62.Y,Other specified late syphilis,,,,
1A62.Z,"Late syphilis, unspecified",,,,
1A63,"Latent syphilis, unspecified as early or late",A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by serologic proof of infection without symptoms of disease. Transmission is commonly by sexual contact.,,Positive serological reaction for syphilis,
1A6Z,"Syphilis, unspecified",,,,
1A70.00,Gonorrhoea of penis,,,,
1A70.0Y,Other specified gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,,,,
1A70.0Z,"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified",,,,
1A70.1,Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess,,,,
1A70.Y,Gonococcal infection of other specified genitourinary organ,,,,
1A70.Z,"Gonococcal genitourinary infection, unspecified",,,,
1A71,Gonococcal pelviperitonitis,"This is an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs.",,Female gonococcal pelvic inflammatory disease; Gonococcal peritonitis,
1A72.0,Gonococcal infection of musculoskeletal system,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the musculoskeletal system.,,Gonococcal arthritis; Gonococcal bursitis; Gonococcal osteomyelitis; Gonococcal synovitis; Gonococcal tenosynovitis,
1A72.1,Gonococcal infection of rectum,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea of the rectum.,,,
1A72.2,Gonococcal infection of anus,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the anus.,,,
1A72.3,Gonococcal pharyngitis,,,,
1A72.4,Gonococcal infection of eye,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the eye.,,Gonococcal anterior uveitis; Gonococcal conjunctivitis,
1A72.Y,Gonococcal infection of other specified sites,,,,
1A73,Disseminated gonococcal infection,"Disseminated gonococcal infection occurs when there is bacteremic dissemination of Neisseria gonorrhoeae from its initial focus of infection in female pelvic organs. It manifests as pain and swelling around one or more joints, intermittent crops of erythematous papules and pustules on the limbs, fever and rigors. Blood cultures may be but are not always positive.",,,
1A7Z,"Gonococcal infection, unspecified",,,,
1A80,Chlamydial lymphogranuloma,"A disease of the inguinal lymph glands, caused by an infection with the gram-negative bacteria Chlamydia trachomatis. This disease is characterised by a genital ulcer, buboes, abscesses in the groin, blood in faeces, tenesmus, or proctocolitis. Transmission is by sexual contact. Confirmation is by identification of Chlamydia trachomatis in a blood sample or by polymerase chain reaction tests.",,Durand-Nicolas-Favre disease,
1A81.0,Chlamydial infection of lower genitourinary tract,,,Chlamydial cystitis or urethritis; Chlamydial vulvovaginitis; Chlamydial cervicitis,
1A81.1,Chlamydial infection of internal reproductive organs,,,Chlamydial female pelvic inflammatory disease,
1A81.Y,Non-ulcerative sexually transmitted chlamydial infection of other specified site,,,,
1A81.Z,Non-ulcerative sexually transmitted chlamydial infection of unspecified site,,,,
1A8Y,Other specified sexually transmissible infections due to chlamydia,,,,
1A8Z,"Sexually transmissible infections due to chlamydia, unspecified",,,,
1A90,Chancroid,A disease caused by an infection with the gram-negative bacteria Haemophilus ducreyi. This disease is characterised by painful ulcer(s) on the genitalia. Transmission is by sexual contact. Confirmation is by identification of Haemophilus ducreyi from the ulcer exudate.,,Ulcus molle,
1A91,Granuloma inguinale,"A disease caused by infection with the gram-negative bacterium Klebsiella granulomatis. It commonly presents with painless genital ulceration following contact with an infected sexual partner. Small, painless nodules appear after an incubation period of about 10–40 days~ later the nodules break down to create open, fleshy, oozing ulcers which gradually extend, mutilating the infected tissue. The lesions occur at the region of contact and are typically found on the shaft of the penis, the labia, or the perineum.",,Donovanosis,
1A92,Trichomoniasis,A disease caused by an infection with the protozoan parasite Trichomonas. This disease presents with symptoms depending on the site of infection.,,,
1A93,Sexually transmissible infestations,,,,
1A94.0,Herpes simplex infection of genitalia or urogenital tract,Herpes simplex infection affecting the vulva and vagina in women and the penis in men. It is more commonly due to infection with Herpes simplex type 2 virus than with type 1 virus.,,,
1A94.1,Herpes simplex infection of perianal skin or rectum,Herpes simplex infection of perianal skin and rectum. This is commonly due to Herpes simplex virus type 2 and acquired through anal sexual contact.,,,
1A94.Z,Anogenital herpes simplex infection without further specification,,,,
1A95.0,Anal warts,"Infection of the anus or perianal skin by human papillomavirus (HPV). Although the majority of such infections are sexually transmitted and caused by HPV subtypes responsible for genital warts, autoinoculation from common warts, especially on the hands in children, may also cause perianal warts.",,Condylomata acuminata of anus,
1A95.1,Genital warts,"Infection of anogenital mucosa or skin by the human papillomavirus. The infection is commonly asymptomatic but manifests typically as flat, papular or pedunculated growths depending on the site of infection. Transmission is normally by sexual contact.",,,
1A95.2,Extragenital condylomata acuminata,"Anogenital warts transmitted to extragenital sites (i.e. beyond the anogenital region). This may be through autoinoculation of anogenital wart virus to moist, intertriginous sites on the abdomen or under the breasts, or as a result of sexual activity, particularly to the lips and oral cavity.",,Anogenital warts affecting sites other than the anogenital area,
1A95.Z,"Anogenital warts, unspecified",,,,
1A9Y,Other specified predominantly sexually transmitted infections,,,,
1A9Z,"Predominantly sexually transmitted infections, unspecified",,,,
1B10.0,"Respiratory tuberculosis, confirmed","A disease of the respiratory tract, caused by an infection with the bacteria Mycobacterium tuberculosis, which has been confirmed by laboratory testing. This disease is characterised by chronic cough, and sputum production that may be haemorrhagic. Transmission is commonly by inhalation of infected respiratory secretions. Confirmation is by identification of Mycobacterium tuberculosis in clinical samples.",,,
1B10.1,"Respiratory tuberculosis, not confirmed","A disease of the respiratory tract, caused by an infection with the bacteria Mycobacterium tuberculosis, which has not been confirmed. This disease is characterised by a chronic cough, and sputum production that may be haemorrhagic. Transmission is commonly by inhalation of infected respiratory secretions.",,,
1B10.Z,"Respiratory tuberculosis, without mention of bacteriological or histological confirmation",,,,
1B11.0,Tuberculous meningitis,"A disease of the meninges, caused by an infection with the bacteria Mycobacterium tuberculosis. This disease is characterised by fever, headache, or neurological deficits. Transmission is through haematogenous spread to the meninges after inhalation of infected respiratory secretions. Confirmation is by identification of Mycobacterium tuberculosis in the cerebrospinal fluid.",,Tuberculous leptomeningitis,
1B11.1,Tuberculous meningoencephalitis,,,,
1B11.2,Meningeal tuberculoma,"Meningeal tuberculomas are conglomerate caseous foci within the meninges of the brain, caused by dissemination of tuberculosis to the central nervous system.",,Tuberculoma of meninges,
1B11.3,Tuberculous granuloma of brain,,,,
1B11.Y,Tuberculosis of other specified part of nervous system,,,,
1B11.Z,"Tuberculosis of the nervous system, unspecified",,,,
1B12.0,Tuberculosis of heart,Mycobacterium tuberculosis infection involving the heart and pericardium,,,
1B12.1,Tuberculosis of eye,"Tuberculosis involving the eye. This may manifest in multiple different ways including keratoconjunctivitis, episcleritis, anterior uveitis and posterior uveitis",,Tuberculous episcleritis,lupus vulgaris of eyelid
1B12.2,Tuberculosis of ear,"This is a common, and in many cases lethal, infectious disease caused by various strains of mycobacteria, usually Mycobacterium tuberculosis. This diagnosis is of the ear.",,Tuberculous otitis media,tuberculosis of skin of external ear; Tuberculous mastoiditis
1B12.3,Tuberculosis of endocrine glands,Infection of endocrine glands by Mycobacterium tuberculosis with resultant endocrine disturbances including adrenal or pituitary failure.,,Tuberculosis of adrenal glands; Tuberculosis of thyroid gland; Tuberculosis of pituitary gland,
1B12.40,Tuberculosis of bones or joints,"A disease of the bones and joints, caused by an infection with the bacteria Mycobacterium tuberculosis. This disease commonly presents with bone pain, joint inflammation, loss of movement or feeling in the affected bone or joint, and weak bones prone to fracture. Transmission is through haematogenous spread to the bones and joints after inhalation of infected respiratory secretions. Confirmation is by identification of Mycobacterium tuberculosis in biopsy samples of the affected site.",,,
1B12.41,Tuberculous myositis,,,,
1B12.4Y,Tuberculosis of other specified part of the musculoskeletal system,,,,
1B12.4Z,"Tuberculosis of the musculoskeletal system, unspecified",,,,
1B12.5,Tuberculosis of the genitourinary system,Tuberculosis involving the urinary tract and/or reproductive organs. The primary site of infection is most commonly the kidney as a result of haematogenous spread from distant sites: infection may then spread further down the urinary tract and/or to the reproductive organs. Genital infection may be sexually transmitted.,,,
1B12.6,Tuberculous peripheral lymphadenopathy,"A disease of the peripheral lymph nodes, caused by an infection with the bacteria Mycobacterium tuberculosis. This disease is characterised by inflammation of the peripheral lymph nodes, typically the cervical lymph nodes. Transmission is through haematogenous spread to the peripheral lymph nodes after inhalation of infected respiratory secretions. Confirmation is by identification of Mycobacterium tuberculosis from lymph node biopsies.",,Tuberculous adenitis,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically or histologically; Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation"
1B12.7,Tuberculosis of the digestive system,Tuberculosis of the digestive tract or hepatobiliary system,,,
1B12.8,Cutaneous tuberculosis,"Tuberculosis involving the skin and mucous membranes including lupus vulgaris, scrofuloderma and periorificial tuberculosis.",,,Tuberculids; Skin complications of BCG immunisation
1B12.Y,Tuberculosis of other specified organ or site,,,,
1B13.0,Acute miliary tuberculosis of a single specified site,"A disease caused by an infection with the bacteria Mycobacterium tuberculosis that is disseminated through the body, and affecting a specific body site. This disease is characterised by numerous small lesions of 1-5 millimetre(s) in any organ, and fever. Transmission is commonly by inhalation of infected respiratory secretions. Confirmation is by radiography, CT, ultrasonography, and identification of Mycobacterium tuberculosis, depending on the site affected.",,,
1B13.1,Acute miliary tuberculosis of multiple sites,"A disease caused by an infection with the bacteria Mycobacterium tuberculosis that is disseminated through the body, and affecting multiple body sites. This disease is characterised by numerous small lesions of 1-5 millimetre(s) in more than one organ, and fever. Transmission is commonly by inhalation of infected respiratory secretions. Confirmation is by radiography, advanced imaging, ultrasonography, and identification of Mycobacterium tuberculosis, depending on the sites affected.",,,
1B13.2,"Acute miliary tuberculosis, unspecified site",,,,
1B13.Y,Other specified miliary tuberculosis,,,,
1B13.Z,"Miliary tuberculosis, unspecified",,,,
1B14,Latent tuberculosis,,,,
1B1Y,Other specified tuberculosis,,,,
1B1Z,"Tuberculosis, unspecified",,,,
1B20.0,Paucibacillary leprosy,,,,
1B20.1,Multibacillary leprosy,,,,
1B20.20,Type I leprosy reaction,"This phenomenon, also named “upgrading reaction,” occurs in borderline leprosy states and is associated with an increase in cell-mediated immunity. It occurs typically within the first 6 months of treatment in previously untreated patients but may be related to stress, intercurrent infections, or pregnancy. Clinical features include inflammatory swelling, erythema and occasionally ulceration of existing lesions, constitutional symptoms and neuritis. If the neuritis is not treated promptly permanent motor nerve damage may ensue.",,,
1B20.21,Type II leprosy reaction,"This phenomenon, also named downgrading reaction, occurs in borderline leprosy states and is associated with a decrease in cell-mediated immunity with a shift towards the lepromatous end of the clinical spectrum.",,,
1B20.3,Complications of leprosy,,,,
1B20.Z,"Leprosy, unspecified",,,,
1B21.0,Pulmonary infection due to non-tuberculous mycobacterium,"A condition of the pulmonary system, caused by an infection with the bacteria Mycobacterium (excluding infections due to Mycobacterium tuberculosis and Mycobacterium leprae). This disease is characterised by cough, fever, weight loss, and fatigue. Transmission is by direct contact with Mycobacterium in the environment.",,Pulmonary infection due to Mycobacterium avium-intracellulare complex; Pulmonary infection due to Mycobacterium kansasii; Pulmonary infection due to Mycobacterium xenopi; Pulmonary infection due to Mycobacterium malmoense,
1B21.1,Non-tuberculous mycobacterial lymphadenitis,,,,
1B21.20,Mycobacterium ulcerans infection,"Mycobacterium ulcerans infection (Buruli ulcer) typically presents as a subcutaneous nodule which breaks down to form a deep painless ulcer which commonly reaches a size of 15 cm in diameter but may extend further to cause extensive tissue damage. The organism is found in wetlands of tropical and subtropical regions of the world, particularly Africa [Dermatology TAG].",,,
1B21.2Y,Cutaneous infection due to other specified non-tuberculous mycobacteria,,,,
1B21.2Z,Cutaneous infection due to unspecified non-tuberculous mycobacteria,,,,
1B21.3,Disseminated non-tuberculous mycobacterial infection,,,,
1B21.4,Gastrointestinal non-tuberculous mycobacterial infection,,,,
1B21.Y,Non-tuberculous mycobacterial infection of other specified site,,,,
1B21.Z,Non-tuberculous mycobacterial infection of unspecified site,,,,
1B2Y,Other specified mycobacterial diseases,,,,
1B2Z,"Mycobacterial diseases, unspecified",,,,
1B40.0,"Rheumatic arthritis, acute or subacute",,,,
1B40.Y,Other specified acute rheumatic fever without mention of heart involvement,,,,
1B40.Z,"Acute rheumatic fever without mention of heart involvement, unspecified",,,,
1B41.0,Acute rheumatic pericarditis,"A disease of the pericardium, caused by acute rheumatic fever. This disease is characterised by fever, dry cough, rapid heart rate, fatigue, or low blood pressure. Confirmation is by echocardiography, or thoracic radiography.",,,
1B41.10,Rheumatic aortitis,,,,
1B41.1Y,Other specified acute rheumatic endocarditis,,,,
1B41.1Z,"Acute rheumatic endocarditis, unspecified",,,,
1B41.2,Acute rheumatic myocarditis,"Acute rheumatic myocarditis is cardiac inflammation associated with acute rheumatic fever triggered by an autoimmune reaction to group A streptococci infection resulting in pancarditis involving inflammation of the myocardium, endocardium, and epicardium, usually with left-sided valvar involvement.",,,
1B41.Y,Other acute rheumatic heart disease,,,,
1B41.Z,"Acute rheumatic heart disease, unspecified",,,,
1B42,Rheumatic chorea,,,,Huntington chorea
1B50,Scarlet fever,"A disease caused by an infection with the gram-positive bacteria Streptococcus pyogenes. This disease is characterised by a sore throat, fever, and a red rash. Transmission is commonly by inhalation of infected respiratory secretions, direct skin contact, or indirect contact.",,Scarlatina NOS,streptococcal sore throat; Staphylococcal scarlatina
1B51,Streptococcal pharyngitis,"A disease of the pharynx, caused by an infection with the gram-positive bacteria Streptococcus pyogenes. This disease is characterised by fever, sore throat, tonsillar exudates, or large cervical lymph nodes. Transmission is commonly by inhalation of infected respiratory secretions, or indirect contact. Confirmation is by identification of Streptococcus pyogenes from a throat swab.",,Streptococcal sore throat,Scarlet fever
1B53,Meningitis due to Streptococcus,"A disease of the meninges, caused by an infection with the gram-positive bacteria genus Streptococcus. This disease commonly presents with nausea, vomiting, photophobia, and confusion. Transmission is through haematogenous spread to the meninges after inhalation of infected respiratory secretions. Confirmation is by identification of Streptococcus in the cerebrospinal fluid.",,Streptococcal meningitis,
1B54,Meningitis due to Staphylococcus,"A disease of the meninges, caused by an infection with the gram-positive bacteria genus Staphylococcus. This disease commonly presents with acute inflammation of the meninges causing headache, fever, stiff neck, or neurological deficits. Confirmation is by identification of Staphylococcus in the cerebrospinal fluid.",,Staphylococcal meningitis,
1B5Y,Other specified staphylococcal or streptococcal diseases,,,,
1B5Z,"Staphylococcal or streptococcal diseases, unspecified",,,,
1B70.00,Erysipelas of face,,,,
1B70.01,Erysipelas of external ear,"A rapidly expanding diffuse superficial dermal streptococcal infection involving the external ear. In contrast with infective otitis externa, the skin of the auricle is often initially healthy except at a point of entry for beta-haemolytic streptococci (commonly at a fissure behind the ear or where the ear lobule is attached to the side of the head) and systemic features including fever and malaise are common.",,,
1B70.02,Erysipelas of lower limb,,,,
1B70.0Y,Erysipelas of other specified site,,,,
1B70.0Z,"Erysipelas, unspecified",,,,
1B70.1,Streptococcal cellulitis of skin,,,,Orbital cellulitis; Cellulitis of external ear; anal cellulitis; vulvar cellulitis; Cellulitis of penis; Inflammatory disorders of scrotum; perirectal cellulitis; Superficial incisional site infection
1B70.2,Staphylococcal cellulitis of skin,,,,Orbital cellulitis; Cellulitis of external ear; anal cellulitis; vulvar cellulitis; Cellulitis of penis; Inflammatory disorders of scrotum; perirectal cellulitis; Superficial incisional site infection
1B70.3,Ascending bacterial lymphangitis,"A complication of a focal acute pyogenic bacterial infection in which the draining lymphatics become red, inflamed and tender as the result of ascending infection. It is most commonly caused by Streptococcus pyogenes.",,,
1B70.Y,Bacterial cellulitis or lymphangitis due to other specified bacterium,,,,
1B70.Z,Bacterial cellulitis or lymphangitis due to unspecified bacterium,,,,
1B71.0,Streptococcal necrotising fasciitis,,,,Neonatal necrotising fasciitis
1B71.1,Polymicrobial necrotising fasciitis,,,,Neonatal necrotising fasciitis
1B71.2,Neonatal necrotising fasciitis,"Neonatal necrotising fasciitis is a life-threatening acute necrotising infection of fascia, subcutaneous tissues, and overlying skin similar to the condition seen in adults. It is rare in neonates but, in contrast to the adult form, tends to affect otherwise healthy babies. It has followed omphalitis, mastitis and postoperative wound infection, though preceding sites of infection are not always found. It has more commonly been associated with Staphylococcus aureus than with streptococcal infection. Gram-negative organisms have also been implicated. It may cause extensive tissue destruction and mortality is high.",,,
1B71.Y,Necrotising fasciitis due to other specified bacterial infection,,,,
1B71.Z,"Necrotising fasciitis, unspecified",,,,
1B72.0,Bullous impetigo,"Bullous impetigo is a contagious superficial infection of the skin caused by certain strains of Staphylococcus aureus which release toxins into the local environment which are capable of cleaving desmoglein I, a protein involved in intercellular adhesion of epidermal keratinocytes. In contrast to the very superficial, rapidly shed and rarely observed blisters of non-bullous impetigo, the bullae of bullous impetigo are tense and well demarcated, sometimes reaching several centimetres in diameter before rupture.",,,
1B72.1,Non-bullous impetigo,Non-bullous impetigo is due to superficial skin infection with either Streptococcus pyogenes or Staphylococcus aureus or both. The very superficial blisters which form in the upper epidermis are soon shed and rarely seen (cf. bullous impetigo) so that it normally presents with areas of superficial oozing and crusting on the skin surface. It often following minor skin injury or on skin damaged by a preexisting dermatosis such as atopic eczema or scabies.,,,
1B72.2,Secondary impetiginisation of the skin,Secondary infection of dermatoses such as atopic eczema by streptococci or staphylococci.,,,
1B72.Y,Other specified impetigo,,,,
1B72.Z,"Impetigo, unspecified",,,,
